country,neighborhood,rural_urban,sex,age,family_type,family_size,mig_int_global,mig_plan_global,mig_prep_global,mig_int_dom,mig_plan_dom,mig_prep_dom,ppl_mig_num_5y,currency,exp_monthly_food,income_exp_month_food,income_month_avg,deposit_currency,monthly_income,CARI
HND,Río abajo,1,1,44,2,5,1,0,,1,0,,1,2,400,5,1,2,1200,3
HND,Río abajo,1,2,61,3,3,1,0,,0,,,1,2,1200,4,1,2,1500,3
HND,Río abajo,1,1,68,1,4,1,0,,0,,,0,2,5000,2,1,2,6000,3
GT,San Agustin Viejo Chahal,1,1,35,1,6,1,0,,0,,,0,3,600,5,1,3,1000,3
GT,Aldea chicoban,2,2,31,1,6,1,0,,1,0,,0,3,485,5,1,3,900,3
GT,La Isla,1,1,35,2,8,1,0,,1,0,,1,3,70000,3,1,3,1200,3
GT,La Isla,1,1,34,1,6,1,0,,0,,,0,3,900,5,1,3,1600,3
SLV,San Juan Buenavista,1,2,53,8,2,1,0,,0,,,0,1,75,3,1,1,150,3
SLV,San juan buenavista,1,1,55,5,6,1,0,,1,0,,0,1,50,5,0,,,3
HND,Invasión Alturas Celestiales,2,1,25,4,3,1,0,,1,0,,0,2,2000,5,1,2,6000,3
SLV,Canton el corozo,1,2,53,1,5,1,0,,1,0,,0,1,70,5,1,1,100,3
HND,El Encino,1,1,36,1,4,1,0,,0,,,0,2,2300,4,1,2,1200,3
SLV,Cunchique,1,1,25,1,3,1,0,,1,0,,0,1,50,5,1,1,100,3
GT,Barrio san José,2,1,58,2,3,1,0,,0,,,1,3,1600,4,0,,,3
HND,Caserio Santa Ines,1,2,28,3,4,1,0,,0,,,2,2,1500,5,0,,,3
HND,El Encino,1,2,54,5,7,1,0,,0,,,1,2,2000,2,1,2,2600,3
HND,Apacinigua,1,1,31,1,4,1,0,,0,,,1,2,3000,5,99,,,3
GT,Chirretzaaj zona 6,2,1,39,1,5,1,0,,1,0,,0,3,1400,5,1,3,1400,3
SLV,Colonia 10 de octubre,2,1,43,5,5,1,0,,0,,,0,1,100,5,0,,,3
SLV,Caserio Santo Domingo,1,1,27,1,4,1,0,,0,,,0,1,50,5,1,1,400,3
SLV,Santa Lucia,1,1,36,2,4,1,0,,1,0,,0,1,100,5,1,1,300,3
HND,Campana,1,1,21,1,4,1,0,,1,1,0,0,2,3000,5,0,,,3
HND,Campana,1,1,34,1,7,1,0,,0,,,2,2,5000,5,1,2,4000,3
HND,Funez barahona,1,1,48,5,6,1,0,,1,0,,0,2,6800,4,0,,,3
HND,La nueva jerusalen,1,2,50,1,6,1,0,,1,1,0,0,2,2000,3,0,,,3
HND,Kilómetros 71 búfalo,1,1,55,2,4,1,0,,1,0,,0,2,8000,5,0,,,3
HND,FLORES DE ORIENTE,1,1,19,2,3,1,0,,0,,,0,2,4800,5,99,,,3
HND,Chivana,1,1,28,9,5,1,0,,0,,,0,2,8000,5,1,2,7000,3
HND,Chivana,1,1,42,2,6,1,0,,0,,,1,2,7000,5,1,2,5000,3
HND,Colonia la paz bloque 3,1,1,48,1,7,1,0,,0,,,2,2,1600,5,99,,,3
HND,Barrio el paraiso,1,1,41,2,4,1,0,,0,,,0,2,1600,5,99,,,3
HND,"Colonia San Pablo, Santa Cruz de Yojoa",1,1,40,5,8,1,0,,0,,,0,2,5000,5,1,2,12000,3
GT,TUISCOL,1,1,21,1,2,1,0,,0,,,1,3,600,2,1,3,1300,3
GT,CHACAJ,1,1,32,1,5,1,0,,99,,,0,3,500,5,1,3,700,3
HND,FLORES DE ORIENTE,1,1,62,1,7,1,0,,1,1,0,1,2,4000,5,99,,,3
GT,Aldea Chacaj,1,1,35,1,4,1,0,,0,,,1,3,1200,2,0,,,3
HND,Corinto,1,1,49,1,8,1,0,,0,,,0,2,3000,5,1,2,2300,3
SLV,San Marcos Lempa,1,1,29,1,5,1,0,,0,,,1,1,30,5,1,1,200,3
HND,Las Cañas,1,1,50,1,5,1,0,,1,0,,0,2,2000,5,1,2,3000,3
HND,Las Cañas,1,1,22,1,3,1,0,,1,0,,0,2,1500,5,1,2,1500,3
GT,Camojallito,1,1,29,1,6,1,0,,0,,,0,3,400,5,99,,,3
SLV,Las palmeras,1,1,27,1,5,1,0,,0,,,2,1,250,3,1,1,250,3
SLV,La limonera,1,2,47,1,5,1,0,,0,,,0,1,300,5,1,1,250,3
GT,Aldea nahutan,1,1,48,1,6,1,0,,0,,,0,3,400,5,1,3,600,3
GT,Aldea Salaj Chiquito,1,1,30,1,6,1,0,,0,,,0,3,1500,3,0,,,3
SLV,San cristobal,1,1,32,5,8,1,0,,1,0,,0,1,200,5,1,1,35,3
HND,Colonia Nelson Portillo,2,1,38,2,4,1,0,,1,0,,2,2,6000,5,1,2,6000,3
GT,La Trinidad,1,2,42,1,5,1,0,,0,,,0,3,1000,5,1,3,700,3
GT,La Trinidad,1,2,27,1,5,1,0,,0,,,0,3,1000,5,1,3,200,3
SLV,Tulapa,1,1,23,1,4,1,0,,99,,,0,1,50,2,1,1,50,3
HND,El Palmar,1,1,28,1,8,1,0,,1,0,,0,2,1200,4,0,,,3
HND,Las Cañas,1,1,62,1,8,1,0,,0,,,2,2,2000,5,1,2,2000,3
HND,San Lorenzo Abajo,1,1,40,5,10,1,0,,0,,,0,2,2000,5,1,2,3000,3
HND,San Lorenzo Abajo,1,1,20,1,3,1,0,,1,0,,0,2,1600,3,99,,,3
HND,Victoria,2,1,46,1,6,1,0,,1,1,1,0,2,1000,5,99,,,3
HND,San francisco,1,1,55,9,1,1,0,,0,,,1,2,500,5,1,2,600,3
HND,La Pabellona,1,2,38,1,7,1,0,,1,0,,1,2,2000,5,1,2,4000,3
HND,Las Mesitas,1,1,30,5,6,1,0,,1,0,,0,2,700,5,0,,,3
HND,Yorito,2,1,66,2,2,1,0,,0,,,0,2,2500,5,0,,,3
HND,Invasión Alturas Celestiales,2,1,57,5,5,1,0,,0,,,0,2,6000,5,1,2,7500,3
GT,Tesoro abajo,1,2,32,1,5,1,0,,0,,,0,3,600,5,99,,,3
HND,Col villa franca,2,1,33,2,4,1,0,,1,0,,0,2,1000,5,1,2,1000,3
HND,7 de mayo,1,2,75,1,5,1,0,,0,,,0,2,3800,5,0,,,3
HND,Barrio La Loma,1,1,35,2,2,1,0,,0,,,0,2,400,2,1,2,200,3
GT,Las tablas,1,2,52,1,9,1,1,0,1,1,0,2,3,1000,5,0,,,4
GT,Caserio las Flores,1,2,65,1,5,1,1,0,1,0,,0,3,350,4,0,,,3
SLV,Santa cruz Cunchique,1,2,54,1,2,1,1,0,1,1,0,2,1,100,5,1,1,100,3
GT,"Canton nueva reforma, Aldea Majadas.",1,2,45,9,3,1,1,0,99,,,0,3,1000,2,1,3,1400,3
GT,Tajumulco,2,2,24,1,5,1,1,0,1,1,0,1,3,200,5,0,,,3
GT,CONCEPCION HUISTA,2,1,43,1,6,1,1,0,0,,,2,3,350,1,0,,,3
GT,Sector el Centro,1,1,39,1,5,1,1,0,1,0,,0,3,1500,2,0,,,3
SLV,"Palo verde, caserio el valle",1,2,29,1,2,1,1,0,1,0,,1,1,100,2,0,,,3
GT,Caserio el Basurero,1,1,52,5,10,1,1,0,1,0,,1,3,1000,4,0,,,3
GT,SACCHÉN,1,2,41,1,6,1,1,0,0,,,1,3,500,1,0,,,3
HND,Invasión Alturas Celestiales,2,1,42,2,3,1,1,0,1,0,,2,2,2500,5,1,2,5000,3
HND,Sabanagrande,2,2,26,5,8,1,1,0,1,0,,2,2,4000,3,1,2,8000,3
GT,Yalpemech,1,1,29,1,6,1,1,0,0,,,0,3,200,5,0,,,3
HND,"La balastrera, San Isidro",1,1,58,1,4,1,1,0,0,,,1,2,2500,5,1,2,3600,3
HND,Colonia Sangaspar 4,1,2,36,1,4,1,1,0,0,,,0,2,3600,2,0,,,3
SLV,La bomba,1,1,28,2,4,1,1,0,0,,,0,1,75,5,1,1,100,3
GT,Barrio La Playa,2,1,46,1,7,1,1,0,1,0,,0,3,600,5,1,3,600,3
HND,Comunidad,1,2,44,4,5,1,1,0,1,1,0,2,2,1800,2,0,,,3
HND,Invasión Alturas Celestiales,2,1,39,5,2,1,1,1,0,,,1,2,3000,5,1,2,4700,4
HND,El pedernal,1,2,27,1,5,1,1,1,0,,,1,2,4000,2,0,,,3
HND,El pedernal,1,1,20,1,3,1,1,1,0,,,0,2,3000,2,0,,,3
GT,La Trinidad,1,2,44,5,13,1,1,1,1,0,,0,3,1300,5,0,,,3
GT,SAN JUAN IXCOY,2,2,30,5,6,1,1,1,0,,,2,3,1000,3,1,3,2500,3
HND,Río abajo,1,2,24,1,7,1,1,1,1,0,,1,2,700,3,1,2,5000,3
HND,Sabana Grande,1,1,30,1,7,1,1,1,0,,,0,2,2000,5,1,2,3000,3
HND,Dulce nombre,1,1,33,1,5,1,1,1,0,,,0,2,4000,3,0,,,3
HND,El Encino,1,1,34,1,5,1,1,1,0,,,0,2,2400,4,1,2,1500,3
HND,El Encino,1,2,42,1,4,1,1,1,0,,,1,2,1800,3,1,2,1700,3
SLV,San Francisco,2,1,68,2,3,1,1,1,0,,,1,1,200,4,1,1,150,3
HND,Bajamar,1,1,28,1,3,1,1,1,0,,,3,2,1500,5,1,2,3000,3
HND,Pavana,1,1,44,2,6,1,1,1,1,99,,1,2,1000,4,1,2,2000,3
HND,Invasión Alturas Celestiales,2,1,45,4,3,1,1,1,0,,,1,2,4000,5,1,2,6000,3
GT,PEB'IL PAM,1,1,30,5,4,1,1,1,0,,,1,3,2000,1,1,3,2500,3
